memory_percent,rss,vms,bytes_sent,bytes_recv,packets_sent,packets_recv,errin,errout,dropout,read_count,write_count,read_bytes,write_bytes,cpu_percent,num_fds,num_ctx_switchesVoluntary,num_ctx_switchesInvoluntary
0.33404224634016044,26943488,448614400,5305452,8027255,29478,30019,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5305452,8027255,29478,30019,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5305452,8027255,29478,30019,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5305452,8027255,29478,30019,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5305452,8027255,29478,30019,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5320439,8042242,29555,30096,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5321620,8043423,29566,30107,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5321620,8043423,29566,30107,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5322982,8044238,29571,30110,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5323710,8044805,29574,30112,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5324438,8045339,29577,30115,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5325259,8045784,29581,30117,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5325259,8045784,29581,30117,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5325259,8045784,29581,30117,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5325259,8045784,29581,30117,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5325259,8045784,29581,30117,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5325803,8046109,29586,30118,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5327133,8046759,29590,30122,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5328682,8053393,29598,30131,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5328682,8053393,29598,30131,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5328682,8053393,29598,30131,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5328682,8053393,29598,30131,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5328682,8053393,29598,30131,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5328682,8053393,29598,30131,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5329874,8054585,29608,30141,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5329926,8054637,29609,30142,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5329926,8054637,29609,30142,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5329926,8054637,29609,30142,0,0,0,632,1216,0,184320,0.0,11,1611,229
0.33404224634016044,26943488,448614400,5330560,8055105,29611,30143,0,0,0,632,1216,0,184320,0.0,11,1611,229
